Date,Close/Last,Volume,Open,High,Low
07/16/2018,$43,179277,$41.8,$43.945,$41.8
07/13/2018,$43.4,151326,$42.55,$43.8,$42.5
07/12/2018,$42.65,193640,$42.75,$43.05,$41.8081
07/11/2018,$42.8,145050,$42.9,$44.05,$42.725
07/10/2018,$42.9,161324,$43.15,$43.65,$42.5
07/09/2018,$42.95,197161,$42.2,$43.4,$42.05
07/06/2018,$41.8,161119,$41.45,$42,$40.9
07/05/2018,$41.35,129334,$40.75,$41.85,$40.75
07/03/2018,$40.7,160243,$40.75,$41.25,$40.2
07/02/2018,$40.8,253429,$39.7,$40.85,$39.6
06/29/2018,$40.3,237764,$39.3,$40.4,$38.825
06/28/2018,$39.25,222989,$37.8,$39.35,$37.4
06/27/2018,$38.1,325090,$40.5,$41.09,$37.6
06/26/2018,$40.6,141856,$40.55,$41.5,$40.3
06/25/2018,$40.5,154289,$41.7,$41.7,$40.45
06/22/2018,$41.75,395381,$43.3,$43.6,$41.75
06/21/2018,$43.35,212009,$43.7,$43.85,$42.8
06/20/2018,$43.65,173190,$43.15,$43.7,$42.15
06/19/2018,$43.05,198139,$43.95,$44.4,$42.35
06/18/2018,$44.4,196798,$43.25,$44.9,$43.2
06/15/2018,$43.4,409576,$44.55,$44.55,$43.05
06/14/2018,$44.8,436459,$46.3,$46.55,$43.7
06/13/2018,$46.2,257702,$46.1,$46.625,$45.675
06/12/2018,$45.95,270699,$46.45,$46.85,$44.7562
06/11/2018,$46.4,204520,$45.7,$46.5,$45.5
06/08/2018,$45.55,430844,$46.05,$46.75,$44.95
06/07/2018,$46.1,254311,$47.7,$47.7,$45.8
06/06/2018,$47.35,338382,$48.5,$48.85,$46.75
06/05/2018,$48.55,566586,$46.15,$48.7,$45.725
06/04/2018,$46,352397,$44,$46.15,$43.45
06/01/2018,$44.2,495440,$42.25,$44.45,$40.1667
05/31/2018,$42,187855,$40.65,$42.1,$39.305
05/30/2018,$40.8,233194,$41.1,$41.7,$40.75
05/29/2018,$41.1,245253,$39.6,$41.2,$39.4
05/25/2018,$39.7,177590,$39.7,$40.125,$39.3
05/24/2018,$39.65,147167,$39.6,$40.05,$39.15
05/23/2018,$39.65,171336,$39.5,$40.25,$39.35
05/22/2018,$39.7,216777,$40.65,$40.65,$39.6
05/21/2018,$40.75,249429,$41.2,$41.6,$40.505
05/18/2018,$41.15,243952,$40.2,$41.3,$40.1
05/17/2018,$40,340907,$38.25,$40.2,$38.25
05/16/2018,$38.15,313906,$37.7,$38.5,$37.45
05/15/2018,$37.95,225989,$37.4,$38.4,$36.6
05/14/2018,$37.45,436004,$38.3,$39.45,$36.6
05/11/2018,$37.45,657789,$35.6,$37.6,$34.755
05/10/2018,$35.45,1009696,$39.45,$39.795,$34.825
05/09/2018,$39.025,1626540,$49.45,$49.95,$38.525
05/08/2018,$55.85,315994,$54.2,$56.05,$53.85
05/07/2018,$54.3,164069,$53.05,$54.55,$52.9
05/04/2018,$52.9,131014,$52.25,$53.2,$51.25
05/03/2018,$52.5,186156,$51.5,$52.9,$50.8
05/02/2018,$51.7,119569,$50.15,$51.9,$50.15
05/01/2018,$50.45,180741,$50.1,$50.65,$49.35
04/30/2018,$50.15,146438,$50.15,$51,$49.2
04/27/2018,$49.9,103904,$49.9,$50.175,$48.95
04/26/2018,$49.9,228691,$51.05,$51.3,$49.65
04/25/2018,$51,74116,$51.25,$51.85,$50.7
04/24/2018,$51.5,173947,$52.4,$52.45,$50.505
04/23/2018,$52.2,154730,$51.75,$52.3,$50.9
04/20/2018,$51.3,122676,$51.2,$52,$51.1
04/19/2018,$51.3,109427,$51.2,$51.675,$50.5
04/18/2018,$51.3,205718,$53,$53.1,$51
04/17/2018,$52.85,203168,$54.9,$54.95,$52.3
04/16/2018,$54.6,144677,$53.2,$54.95,$53.2
04/13/2018,$52.7,98937,$52.5,$53.4,$52.05
04/12/2018,$52.25,76186,$52.7,$53.05,$51.8
04/11/2018,$52.45,100052,$51.4,$52.45,$50.9
04/10/2018,$51.65,123097,$50.55,$52.15,$50.45
04/09/2018,$50.15,227103,$51.7,$52.15,$50
04/06/2018,$51.4,216951,$52.95,$53.6,$50.7
04/05/2018,$53.4,227847,$51.7,$53.95,$51.3
04/04/2018,$51.55,159012,$49.2,$51.75,$48.9
04/03/2018,$49.9,200717,$49.45,$50.15,$48.85
04/02/2018,$49.25,91424,$50.25,$50.5,$48.85
03/29/2018,$50.25,151169,$49.05,$51.15,$48.55
03/28/2018,$48.8,181550,$50.3,$50.6,$48.7
03/27/2018,$50.2,127963,$51.7,$52.45,$49.7
03/26/2018,$51.7,430590,$52.55,$52.55,$48.9086
03/23/2018,$51.95,127282,$52.65,$53.4,$51.8
03/22/2018,$52.55,118787,$53.15,$53.35,$52.3
03/21/2018,$53.55,83540,$54.35,$54.95,$53.3
03/20/2018,$54.15,109630,$53.35,$54.35,$51.55
03/19/2018,$53.35,133840,$55,$55,$52.5
03/16/2018,$54.6,230745,$54.05,$54.85,$52.9
03/15/2018,$53.9,160922,$52.25,$54.7,$52.1997
03/14/2018,$52.6,160318,$53.05,$54.15,$52.2
03/13/2018,$53.3,412400,$51.85,$54.25,$51.105
03/12/2018,$50.6,107608,$50.6,$51.6,$50.1
03/09/2018,$50.45,178509,$49.75,$50.75,$49.15
03/08/2018,$49.65,82777,$49.05,$49.8,$48.6
03/07/2018,$48.95,184056,$47.35,$49.2,$46.6
03/06/2018,$47.85,159458,$47.8,$48.6,$46.7
03/05/2018,$47.85,179678,$46.95,$47.9,$46.366
03/02/2018,$47.1,157617,$45.35,$47.25,$44.7
03/01/2018,$45.9,156952,$45.2,$46,$44.45
02/28/2018,$45.05,182115,$45.9,$46.55,$44.95
02/27/2018,$45.65,180247,$44.85,$46.2,$44.75
02/26/2018,$45.45,153218,$45.4,$46.2,$44.4079
02/23/2018,$45.25,168865,$45.35,$46.2,$44.4
02/22/2018,$45.1,139383,$46.8,$47.328,$44.95
02/21/2018,$46.75,149682,$46.4,$48.2,$45.9191
02/20/2018,$46.2,172497,$48.15,$48.2,$45.95
02/16/2018,$48.4,243260,$50.2,$50.775,$47.6
02/15/2018,$50.5,464214,$47.5,$52.5,$47.5
02/14/2018,$46.65,170915,$45.8,$46.95,$44.9
02/13/2018,$45.95,108797,$45.65,$46.75,$44.8838
02/12/2018,$46.1,154658,$45,$46.35,$42.055
02/09/2018,$44.9,144227,$45.1,$45.4,$43.75
02/08/2018,$44.95,310016,$47.35,$47.8,$43.4
02/07/2018,$47.3,92679,$47.8,$48.1,$46.65
02/06/2018,$47.8,198227,$48.05,$49.3,$46.5
02/05/2018,$49.1,144513,$49.25,$50.4,$48.8
02/02/2018,$49.9,81193,$50.15,$50.95,$49.2
02/01/2018,$50.75,169462,$49.4,$51.55,$48.65
01/31/2018,$49.6,117910,$49.8,$51.65,$49.3
01/30/2018,$49.55,165955,$49.7,$50.65,$48.972
01/29/2018,$50.4,131411,$51.05,$51.4,$50.35
01/26/2018,$51.4,96963,$50.75,$51.895,$50.55
01/25/2018,$50.55,207956,$50.25,$51,$49.6
01/24/2018,$49.8,124322,$49.8,$50.5,$49.2
01/23/2018,$49.5,80945,$49.65,$49.95,$49.4
01/22/2018,$49.9,97929,$51.2,$51.2583,$49.65
01/19/2018,$51.1,151198,$49.55,$51.3,$49.5
01/18/2018,$49.55,117991,$49.05,$50.15,$48.3
01/17/2018,$49,208687,$49.55,$50.1,$48.9
01/16/2018,$49.15,351532,$50.6,$52.9,$48.75
01/12/2018,$50.35,273894,$49.4,$50.5,$48.55
01/11/2018,$49.35,401812,$46.55,$49.45,$46.45
01/10/2018,$46.4,80602,$46.4,$46.7,$45.576
01/09/2018,$46.75,191917,$46.4,$48.05,$45.7
01/08/2018,$46.4,190888,$44.4,$47.15,$44.055
01/05/2018,$44.35,158862,$44.35,$44.5,$43.45
01/04/2018,$44.25,222724,$45.25,$45.4324,$44
01/03/2018,$45.35,186557,$45.2,$46,$44.375
01/02/2018,$45.3,258037,$45.85,$46.45,$44.6
12/29/2017,$45.35,215500,$48,$48,$45.25
12/28/2017,$46.6,110284,$46.9,$47.9,$46.05
12/27/2017,$46.95,150265,$46.05,$47.8,$45.8
12/26/2017,$45.85,172289,$46.8,$46.8,$45.8
12/22/2017,$46.2,172961,$45.9,$46.25,$45.05
12/21/2017,$45.9,161695,$46.5,$47.1,$45.2
12/20/2017,$46.45,260465,$46.05,$47.75,$45.4
12/19/2017,$46.1,328021,$46.2,$46.8,$45.35
12/18/2017,$46.35,341586,$47.4,$48.4,$46.15
12/15/2017,$47.4,645547,$47,$48.35,$46.95
12/14/2017,$47.2,2465968,$48.6,$48.9,$46.55
12/13/2017,$48.5,475748,$47.15,$48.95,$46.85
12/12/2017,$47,627889,$44.95,$47.4,$44.9
12/11/2017,$44.9,449636,$44.7,$45.6,$44.325
12/08/2017,$44.55,656291,$43.3,$45.45,$43.155
12/07/2017,$40.6,218519,$39.45,$40.85,$39.45
12/06/2017,$39.5,131042,$39.05,$39.8,$38.45
12/05/2017,$39.1,121598,$38.8,$39.845,$38.3
12/04/2017,$38.75,145111,$42,$43.2164,$38.7
12/01/2017,$41.95,208109,$41.1,$42.4,$40.85
11/30/2017,$41.05,263065,$40.9,$41.35,$39.88
11/29/2017,$40.45,152863,$41.2,$41.5,$39.85
11/28/2017,$41.1,205500,$41.85,$42.75,$41.025
11/27/2017,$41.55,178713,$43,$43.25,$41.35
11/24/2017,$42.75,141126,$40.95,$42.75,$40.8
11/22/2017,$40.75,170590,$40.7,$41.75,$40.5
11/21/2017,$40.8,224371,$41.1,$42.15,$40.4
11/20/2017,$41,387351,$42.55,$42.55,$40.638
11/17/2017,$42.5,340134,$42.55,$43.65,$40.6
11/16/2017,$42.45,866497,$45.45,$47.15,$42.4
11/15/2017,$45.3,310559,$43.45,$46.15,$42.705
11/14/2017,$43.7,326318,$42.5,$43.85,$41.6
11/13/2017,$42.65,325378,$42.45,$43.05,$40.1
11/10/2017,$42.45,317367,$41.3,$42.95,$40.9
11/09/2017,$41.6,180239,$40.45,$41.7,$39.7
11/08/2017,$40.65,420163,$41.5,$43.5,$37.95
11/07/2017,$38.95,208403,$39.95,$40.25,$38.3
11/06/2017,$40,173013,$40.8,$41.85,$39.9
11/03/2017,$40.3,128012,$39.2,$40.95,$39.05
11/02/2017,$39.35,167945,$39,$40.75,$38.825
11/01/2017,$39.05,147923,$39.4,$39.4,$37.8
10/31/2017,$39.3,120607,$37.95,$39.6,$37.9
10/30/2017,$37.85,101524,$38.7,$38.7,$37.45
10/27/2017,$39,98457,$38.25,$39.2,$37.9
10/26/2017,$38.15,156837,$37.8,$39.05,$37.49
10/25/2017,$37.65,149282,$37.45,$38.23,$36.8
10/24/2017,$37.35,173560,$38.15,$38.5598,$37.1
10/23/2017,$38.15,175470,$39.1,$39.495,$37.5
10/20/2017,$39.2,198569,$37.9,$39.645,$37.9
10/19/2017,$37.6,282733,$39.9,$39.9,$36.65
10/18/2017,$39.75,97989,$39.9,$40.1,$39.7
10/17/2017,$39.95,117624,$39.9,$40.3,$39.6
10/16/2017,$40,266324,$40.5,$41,$38.7
10/13/2017,$40.85,152558,$42.4,$42.4,$40.55
10/12/2017,$42.35,126599,$43.15,$43.55,$41.9
10/11/2017,$43.35,114838,$43.4,$44.2,$42.75
10/10/2017,$43.4,109842,$43.8,$43.8,$43.3
10/09/2017,$43.6,161157,$43.9,$43.95,$43.3
10/06/2017,$43.75,130353,$44.15,$44.4,$42.9
10/05/2017,$43.95,157921,$43.2,$44.3,$42.9
10/04/2017,$43.1,152746,$42.7,$43.15,$42.4
10/03/2017,$42.75,216555,$43.35,$44.4,$42.45
10/02/2017,$43,186574,$41.15,$43.1,$40.5
09/29/2017,$41.35,172851,$41.15,$42.0846,$40.9
09/28/2017,$41.15,281087,$40.6,$42.8,$40.45
09/27/2017,$40.45,144422,$39.75,$40.5,$39.45
09/26/2017,$39.65,129314,$39.65,$40.2,$39.55
09/25/2017,$39.65,141459,$39.85,$40.375,$38.95
09/22/2017,$39.85,78153,$39.75,$40.1,$39.25
09/21/2017,$39.9,89970,$40.45,$40.65,$39.6
09/20/2017,$40.5,211000,$40.45,$41.1,$39.925
09/19/2017,$40.35,206773,$40.05,$40.85,$40
09/18/2017,$40.25,207158,$38.5,$40.4,$38.45
09/15/2017,$38.55,356515,$37.25,$39.3,$36.9
09/14/2017,$37.45,315685,$39.15,$39.65,$37.15
09/13/2017,$39.45,240049,$40.7,$40.75,$39.1
09/12/2017,$40.5,274286,$40.4,$41.15,$40.15
09/11/2017,$39.85,182551,$40,$40.15,$39.405
09/08/2017,$39.55,137144,$38.8,$39.9878,$38.75
09/07/2017,$38.75,125497,$38.15,$38.995,$38.05
09/06/2017,$38.25,123316,$37.75,$38.2696,$37.45
09/05/2017,$37.6,164709,$38.45,$39.05,$37.2
09/01/2017,$38.45,149949,$37.35,$38.6,$37.05
08/31/2017,$37.15,184835,$36.9,$37.35,$36.5
08/30/2017,$36.75,222090,$35.1,$37.15,$35.1
08/29/2017,$34.95,137890,$35.75,$35.85,$34.75
08/28/2017,$35.85,106257,$36.2,$36.55,$35.4867
08/25/2017,$35.7,158161,$35.4,$35.75,$34.9
08/24/2017,$35.15,91353,$34.95,$35.3081,$34.75
08/23/2017,$34.9,121130,$34.8,$35.45,$34.7479
08/22/2017,$34.95,214259,$33.75,$35.3,$33.7
08/21/2017,$33.95,184431,$33.9,$34,$33.25
08/18/2017,$33.75,76640,$33.4,$33.975,$33.4
08/17/2017,$33.75,164749,$34.2,$34.45,$33.5
08/16/2017,$34,215897,$33.25,$34.5,$33.2
08/15/2017,$33.2,226963,$34.45,$34.65,$32.8
08/14/2017,$34.45,181536,$34.2,$34.875,$34.005
08/11/2017,$34.1,191999,$33.95,$34.9143,$33.6
08/10/2017,$33.75,309052,$32.55,$34.2,$32.5
08/09/2017,$33.05,306792,$32.25,$33.4,$32
08/08/2017,$32.25,672076,$31,$34,$30.005
08/07/2017,$26.65,179055,$25.45,$26.8,$25.35
08/04/2017,$25.65,91084,$25.75,$26.1,$25.3
08/03/2017,$25.7,87435,$25.75,$25.95,$25.4
08/02/2017,$25.8,62139,$26.25,$26.3,$25.25
08/01/2017,$26.15,63388,$26.2,$26.9,$25.8
07/31/2017,$26.05,61340,$26.45,$26.45,$25.75
07/28/2017,$26.4,47795,$26.2,$26.55,$26.15
07/27/2017,$26.25,97052,$26.75,$26.75,$26
07/26/2017,$26.7,46101,$27.2,$27.5,$26.65
07/25/2017,$27.15,118729,$27.25,$27.53,$27.15
07/24/2017,$27,115667,$26.7,$27.1,$26.2
07/21/2017,$26.9,157335,$26.65,$26.9,$26.5448
07/20/2017,$26.6,64032,$26.8,$26.9,$26.45
07/19/2017,$26.8,100409,$27.05,$27.3542,$26.6
07/18/2017,$27,82331,$26.95,$27.2,$26.55
07/17/2017,$27,130211,$27.15,$27.2,$26.65
07/14/2017,$27,63144,$26.9,$27.1,$26.7
07/13/2017,$26.95,136737,$27.2,$27.35,$26.55
07/12/2017,$27.05,136600,$27.15,$27.6,$27
07/11/2017,$27,112715,$26.95,$27,$26.8
07/10/2017,$26.85,133677,$27.1,$27.15,$26.55
07/07/2017,$26.95,181771,$26.85,$27.515,$26.55
07/06/2017,$26.35,409820,$25.65,$27.2,$25.5
07/05/2017,$25.6,114986,$25.55,$25.8,$25.15
07/03/2017,$25.55,58831,$26.1,$26.1,$25.5
06/30/2017,$25.9,117385,$26.05,$26.25,$25.7
06/29/2017,$25.9,203771,$27.3,$29.25,$25.45
06/28/2017,$26.55,194639,$25.8,$26.75,$25.1
06/27/2017,$25.55,112209,$26,$26,$25.35
06/26/2017,$25.9,224800,$24.9,$26.05,$24.805
06/23/2017,$24.5,336673,$24.7,$24.7,$24.15
06/22/2017,$24.7,181144,$24.45,$24.9,$24.3419
06/21/2017,$24.5,121937,$24.05,$24.8,$23.95
06/20/2017,$23.85,117067,$24.8,$24.9,$23.85
06/19/2017,$24.95,160090,$23.4,$24.95,$23.35
06/16/2017,$23.35,146041,$22.8,$23.65,$22.8
06/15/2017,$22.95,141074,$23.65,$23.65,$22.65
06/14/2017,$23.95,96129,$23.4,$24.2,$23.2
06/13/2017,$23.45,130601,$24.55,$24.55,$23.3
06/12/2017,$24.4,172744,$23.75,$24.7783,$23.15
06/09/2017,$23.75,104317,$23.75,$24.65,$23.65
06/08/2017,$23.7,85057,$23.95,$24.15,$23.6
06/07/2017,$23.95,100995,$23.45,$24,$23.3
06/06/2017,$23.4,103336,$23,$23.8,$23
06/05/2017,$23.05,103000,$23.15,$23.35,$22.9
06/02/2017,$23.15,126045,$23.05,$23.4718,$23.05
06/01/2017,$22.95,120974,$22.8,$23,$22.6
05/31/2017,$22.8,136181,$22.2,$22.9,$22.15
05/30/2017,$22.15,131170,$22.85,$23.3,$21.9
05/26/2017,$22.75,192348,$23.6,$23.9,$22.55
05/25/2017,$23.5,224793,$22.35,$24.15,$22.35
05/24/2017,$22.3,282056,$22.3,$22.45,$22.2
05/23/2017,$22.3,219724,$20.9,$22.4,$20.9
05/22/2017,$20.85,93043,$20.25,$20.85,$20.25
05/19/2017,$20.2,89695,$20.05,$20.35,$20.05
05/18/2017,$20,61212,$20.05,$20.15,$19.95
05/17/2017,$20.05,80546,$20.2,$20.2301,$19.95
05/16/2017,$20.45,112600,$19.9,$20.475,$19.9
05/15/2017,$19.85,100751,$19.75,$19.95,$19.65
05/12/2017,$19.75,110236,$19.95,$20,$19.75
05/11/2017,$20,79405,$19.65,$20.15,$19.45
05/10/2017,$19.75,101550,$20,$20.05,$19.5
05/09/2017,$20,176245,$19.75,$20.1,$19.6
05/08/2017,$19.75,105427,$19.95,$20.025,$19.75
05/05/2017,$20,106459,$20,$20.2,$19.8
05/04/2017,$20.05,132995,$20.05,$20.35,$20
05/03/2017,$20,155229,$20,$20.25,$19.4
05/02/2017,$19.95,433590,$19.6,$20.5,$18.5
05/01/2017,$20.5,154845,$19.5,$20.55,$19.5
04/28/2017,$19.55,146710,$19.9,$19.95,$19.225
04/27/2017,$19.85,49283,$20.65,$20.7,$19.85
04/26/2017,$20.6,89498,$20.45,$20.9,$20.45
04/25/2017,$20.5,132438,$20.6,$21.3,$20.45
04/24/2017,$20.45,198324,$20.65,$21.345,$20.4
04/21/2017,$20.3,62936,$20.85,$20.978,$20.2
04/20/2017,$20.9,88526,$20.05,$21.125,$19
04/19/2017,$20,58160,$20.25,$20.5,$19.9
04/18/2017,$20.15,74574,$19.85,$20.25,$19.85
04/17/2017,$20.1,66503,$20.65,$20.65,$20.05
04/13/2017,$20.6,67937,$21.1,$21.1,$20.305
04/12/2017,$21.1,132121,$20.7,$21.25,$20.545
04/11/2017,$20.7,107327,$20.05,$20.8,$19.85
04/10/2017,$20,71189,$19.9,$20.085,$19.9
04/07/2017,$19.9,79421,$19.25,$19.95,$19.025
04/06/2017,$19.3,94587,$19.15,$19.4,$18.7774
04/05/2017,$19.2,116092,$19.9,$19.9,$19.15
04/04/2017,$19.85,103718,$20.65,$20.65,$19.45
04/03/2017,$20.55,126632,$20.75,$20.9,$20.55
03/31/2017,$20.7,72927,$20.6,$20.8,$20.45
03/30/2017,$20.7,77568,$20.45,$20.75,$20.45
03/29/2017,$20.45,109887,$19.95,$20.45,$19.95
03/28/2017,$20.05,58302,$20.25,$20.4,$20
03/27/2017,$20.25,106610,$20.05,$20.35,$20
